flight_id,flight_no,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_airport,arrival_airport,aircraft_code,status,base_fare_economy
361,AC1360,2025-07-23 21:30:00,2025-07-24 06:54:00,2025-07-23 21:30:00,2025-07-24 06:54:00,JNB,YYZ,CR9,On Time,464.81
362,AC1361,2025-11-24 22:15:00,2025-11-25 03:15:00,2025-11-24 22:15:00,2025-11-25 03:15:00,SIN,ATL,321,On Time,544.38
363,AC1362,2025-03-21 22:30:00,2025-03-22 04:54:00,2025-03-21 22:30:00,2025-03-22 04:54:00,ATL,ORD,CR9,On Time,812.66
364,AC1363,2025-06-08 18:15:00,2025-06-08 20:27:00,2025-06-08 18:15:00,2025-06-08 20:27:00,DXB,CDG,321,On Time,480.62
365,AC1364,2025-01-29 14:15:00,2025-01-29 17:15:00,2025-01-29 14:15:00,2025-01-29 17:15:00,BLR,BOM,388,On Time,702.24
366,AC1365,2025-09-25 21:30:00,2025-09-26 01:06:00,2025-09-25 21:30:00,2025-09-26 01:06:00,ORD,ATL,77W,On Time,768.33
367,AC1366,2025-01-16 15:45:00,2025-01-16 20:39:00,2025-01-16 15:45:00,2025-01-16 20:39:00,DFW,GRU,321,On Time,711.23
368,AC1367,2025-09-12 19:30:00,2025-09-12 21:42:00,2025-09-12 20:42:00,2025-09-12 22:54:00,CDG,GRU,321,Delayed,425.18
369,AC1368,2025-10-21 08:15:00,2025-10-21 19:03:00,2025-10-21 08:15:00,2025-10-21 19:03:00,DFW,LHR,321,On Time,832.71
370,AC1369,2025-08-30 16:45:00,2025-08-31 05:45:00,2025-08-30 16:45:00,2025-08-31 05:45:00,JFK,LAX,321,On Time,917.08
371,AC1370,2025-12-02 18:15:00,2025-12-02 23:45:00,2025-12-02 18:15:00,2025-12-02 23:45:00,JFK,LHR,CR9,On Time,717.84
372,AC1371,2025-10-20 16:00:00,2025-10-20 23:48:00,2025-10-20 17:15:00,2025-10-21 01:03:00,DFW,YYZ,321,Delayed,305.24
373,AC1372,2025-07-25 07:45:00,2025-07-25 20:03:00,2025-07-25 07:45:00,2025-07-25 20:03:00,LHR,DXB,321,On Time,377.88
374,AC1373,2025-01-05 16:15:00,2025-01-05 21:21:00,2025-01-05 19:54:00,2025-01-06 01:00:00,JFK,GRU,789,Delayed,636.86
375,AC1374,2025-09-10 11:15:00,2025-09-10 14:39:00,,,BLR,HKG,388,Cancelled,139.85
376,AC1375,2025-12-22 05:30:00,2025-12-22 07:00:00,2025-12-22 05:30:00,2025-12-22 07:00:00,CDG,JFK,738,On Time,824.67
377,AC1376,2025-04-16 21:15:00,2025-04-17 03:57:00,2025-04-16 21:15:00,2025-04-17 03:57:00,SIN,HKG,321,Arrived,927.22
378,AC1377,2025-02-17 06:15:00,2025-02-17 18:57:00,2025-02-17 06:15:00,2025-02-17 18:57:00,LAX,SIN,77W,On Time,701.7
379,AC1378,2025-02-13 08:15:00,2025-02-13 17:45:00,2025-02-13 08:15:00,2025-02-13 17:45:00,BOM,DEL,738,On Time,611.27
380,AC1379,2025-03-08 12:30:00,2025-03-08 17:18:00,2025-03-08 12:30:00,2025-03-08 17:18:00,JFK,CDG,738,On Time,784.68
381,AC1380,2025-06-17 15:45:00,2025-06-17 20:39:00,2025-06-17 15:45:00,2025-06-17 20:39:00,SIN,ORD,738,On Time,288.25
382,AC1381,2025-02-25 09:00:00,2025-02-25 12:36:00,2025-02-25 09:00:00,2025-02-25 12:36:00,HKG,NRT,388,On Time,457.41
383,AC1382,2025-04-17 19:30:00,2025-04-18 02:48:00,2025-04-17 20:23:00,2025-04-18 03:41:00,LHR,YYZ,CR9,Delayed,250.82
384,AC1383,2025-12-27 06:15:00,2025-12-27 18:09:00,2025-12-27 06:15:00,2025-12-27 18:09:00,DXB,HKG,CR9,On Time,195.71
385,AC1384,2025-07-22 21:00:00,2025-07-23 07:00:00,2025-07-22 21:00:00,2025-07-23 07:00:00,DFW,ATL,77W,On Time,942.26
386,AC1385,2025-08-20 22:15:00,2025-08-21 00:57:00,2025-08-20 22:15:00,2025-08-21 00:57:00,JFK,BOM,789,On Time,778.86
387,AC1386,2025-04-24 09:15:00,2025-04-24 21:03:00,2025-04-24 09:15:00,2025-04-24 21:03:00,LAX,JFK,321,On Time,643.15
388,AC1387,2025-10-28 13:00:00,2025-10-28 14:48:00,2025-10-28 13:00:00,2025-10-28 14:48:00,DXB,DEL,388,On Time,869.07
389,AC1388,2025-02-17 15:00:00,2025-02-17 17:00:00,2025-02-17 15:00:00,2025-02-17 17:00:00,BLR,DEL,32N,On Time,259.43
390,AC1389,2025-07-22 20:00:00,2025-07-23 02:18:00,2025-07-22 20:00:00,2025-07-23 02:18:00,CDG,SYD,CR9,On Time,413.77
391,AC1390,2025-05-24 19:15:00,2025-05-24 21:09:00,2025-05-24 19:15:00,2025-05-24 21:09:00,JNB,CDG,77W,On Time,324.0
392,AC1391,2025-10-09 20:00:00,2025-10-09 22:36:00,2025-10-09 20:00:00,2025-10-09 22:36:00,DEL,BOM,789,On Time,467.96
393,AC1392,2025-09-27 12:00:00,2025-09-28 01:54:00,2025-09-27 12:00:00,2025-09-28 01:54:00,DXB,DEL,CR9,On Time,418.06
394,AC1393,2025-06-26 21:30:00,2025-06-27 03:54:00,2025-06-26 21:30:00,2025-06-27 03:54:00,CDG,JFK,789,On Time,384.67
395,AC1394,2025-05-24 06:45:00,2025-05-24 14:51:00,2025-05-24 08:14:00,2025-05-24 16:20:00,ATL,DEL,CR9,Delayed,928.4
396,AC1395,2025-05-04 13:00:00,2025-05-05 00:06:00,,,JFK,AMS,738,Cancelled,597.82
397,AC1396,2025-07-01 10:15:00,2025-07-01 14:45:00,2025-07-01 10:15:00,2025-07-01 14:45:00,AMS,LHR,789,On Time,732.63
398,AC1397,2025-01-15 16:15:00,2025-01-16 00:45:00,2025-01-15 16:15:00,2025-01-16 00:45:00,BOM,JFK,388,On Time,940.05
399,AC1398,2025-10-05 14:15:00,2025-10-05 21:51:00,2025-10-05 14:15:00,2025-10-05 21:51:00,GRU,DXB,789,On Time,313.08
400,AC1399,2025-09-02 05:30:00,2025-09-02 18:30:00,2025-09-02 05:30:00,2025-09-02 18:30:00,ATL,DEL,388,On Time,228.31
401,AC1400,2025-06-15 06:00:00,2025-06-15 09:18:00,2025-06-15 06:00:00,2025-06-15 09:18:00,SIN,HKG,CR9,On Time,237.57
402,AC1401,2025-07-06 07:30:00,2025-07-06 17:48:00,2025-07-06 07:30:00,2025-07-06 17:48:00,LAX,JFK,388,On Time,606.39
403,AC1402,2025-03-11 10:45:00,2025-03-11 22:09:00,2025-03-11 10:45:00,2025-03-11 22:09:00,DEL,DXB,77W,Arrived,658.82
404,AC1403,2025-12-22 16:15:00,2025-12-23 02:03:00,2025-12-22 18:21:00,2025-12-23 04:09:00,ORD,DEL,388,Delayed,374.66
405,AC1404,2025-04-01 05:45:00,2025-04-01 17:51:00,2025-04-01 08:40:00,2025-04-01 20:46:00,DXB,NRT,32N,Delayed,146.88
406,AC1405,2025-11-10 12:00:00,2025-11-11 01:12:00,2025-11-10 12:00:00,2025-11-11 01:12:00,FRA,BLR,CR9,On Time,738.63
407,AC1406,2025-03-27 07:30:00,2025-03-27 14:36:00,2025-03-27 07:30:00,2025-03-27 14:36:00,ATL,JNB,77W,On Time,327.12
408,AC1407,2025-02-25 05:00:00,2025-02-25 11:18:00,2025-02-25 06:12:00,2025-02-25 12:30:00,JFK,FRA,77W,Delayed,854.18
409,AC1408,2025-06-29 22:45:00,2025-06-30 01:33:00,2025-06-29 22:45:00,2025-06-30 01:33:00,LHR,JFK,789,On Time,837.16
410,AC1409,2025-04-26 10:45:00,2025-04-26 13:09:00,2025-04-26 12:30:00,2025-04-26 14:54:00,DXB,BOM,738,Delayed,136.66
411,AC1410,2025-02-07 15:15:00,2025-02-08 03:51:00,2025-02-07 15:15:00,2025-02-08 03:51:00,DFW,SIN,321,On Time,182.25
412,AC1411,2025-06-23 20:00:00,2025-06-24 02:54:00,2025-06-23 20:00:00,2025-06-24 02:54:00,YYZ,LHR,321,On Time,624.07
413,AC1412,2025-02-21 15:15:00,2025-02-22 04:57:00,2025-02-21 15:15:00,2025-02-22 04:57:00,BLR,ATL,321,On Time,579.91
414,AC1413,2025-05-16 14:30:00,2025-05-16 19:00:00,2025-05-16 14:30:00,2025-05-16 19:00:00,YYZ,JFK,388,On Time,594.57
415,AC1414,2025-01-28 16:00:00,2025-01-28 22:48:00,2025-01-28 16:00:00,2025-01-28 22:48:00,SYD,SIN,32N,On Time,669.48
416,AC1415,2025-02-19 05:15:00,2025-02-19 08:51:00,2025-02-19 05:15:00,2025-02-19 08:51:00,FRA,BOM,32N,On Time,188.01
417,AC1416,2025-07-23 20:45:00,2025-07-24 09:27:00,2025-07-23 20:45:00,2025-07-24 09:27:00,SYD,SIN,77W,On Time,652.75
418,AC1417,2025-07-15 16:15:00,2025-07-15 23:21:00,2025-07-15 16:15:00,2025-07-15 23:21:00,BOM,DEL,77W,On Time,506.0
419,AC1418,2025-10-16 06:15:00,2025-10-16 17:09:00,2025-10-16 06:15:00,2025-10-16 17:09:00,ATL,FRA,77W,On Time,191.14
420,AC1419,2025-07-31 12:00:00,2025-08-01 00:00:00,2025-07-31 14:17:00,2025-08-01 02:17:00,DEL,DXB,388,Delayed,921.47
421,AC1420,2025-10-21 12:45:00,2025-10-21 17:57:00,2025-10-21 12:45:00,2025-10-21 17:57:00,DXB,NRT,789,On Time,828.77
422,AC1421,2025-09-22 09:00:00,2025-09-22 22:24:00,2025-09-22 09:00:00,2025-09-22 22:24:00,JFK,LHR,388,On Time,907.72
423,AC1422,2025-04-09 09:00:00,2025-04-09 15:48:00,2025-04-09 09:00:00,2025-04-09 15:48:00,ORD,ATL,32N,Arrived,481.38
424,AC1423,2025-03-17 13:30:00,2025-03-18 02:24:00,,,AMS,JNB,738,Cancelled,175.62
425,AC1424,2025-10-10 15:30:00,2025-10-10 23:30:00,2025-10-10 16:03:00,2025-10-11 00:03:00,BOM,DEL,789,Delayed,772.84
426,AC1425,2025-08-03 08:45:00,2025-08-03 12:09:00,2025-08-03 08:45:00,2025-08-03 12:09:00,DXB,LAX,388,On Time,603.62
427,AC1426,2025-02-24 08:30:00,2025-02-24 20:48:00,2025-02-24 10:45:00,2025-02-24 23:03:00,AMS,JFK,321,Delayed,339.23
428,AC1427,2025-11-08 20:00:00,2025-11-08 23:42:00,2025-11-08 20:00:00,2025-11-08 23:42:00,DXB,BOM,388,On Time,633.14
429,AC1428,2025-01-20 17:30:00,2025-01-21 03:36:00,2025-01-20 17:30:00,2025-01-21 03:36:00,DXB,CDG,789,On Time,514.43
430,AC1429,2025-01-11 15:30:00,2025-01-11 20:54:00,2025-01-11 18:58:00,2025-01-12 00:22:00,DFW,GRU,77W,Delayed,688.43
431,AC1430,2025-03-10 14:45:00,2025-03-11 01:57:00,2025-03-10 14:45:00,2025-03-11 01:57:00,AMS,ORD,32N,On Time,724.9
432,AC1431,2025-04-07 19:15:00,2025-04-08 08:09:00,2025-04-07 19:15:00,2025-04-08 08:09:00,FRA,CDG,321,On Time,522.1
433,AC1432,2025-01-29 21:15:00,2025-01-29 23:33:00,2025-01-29 21:15:00,2025-01-29 23:33:00,LHR,DXB,77W,On Time,454.81
434,AC1433,2025-10-19 05:15:00,2025-10-19 09:09:00,2025-10-19 05:59:00,2025-10-19 09:53:00,HKG,SYD,388,Delayed,327.08
435,AC1434,2025-12-27 11:30:00,2025-12-27 17:36:00,2025-12-27 11:30:00,2025-12-27 17:36:00,BLR,CDG,77W,On Time,449.46
436,AC1435,2025-01-16 12:30:00,2025-01-16 20:06:00,2025-01-16 12:30:00,2025-01-16 20:06:00,JNB,AMS,738,On Time,917.23
437,AC1436,2025-06-29 16:15:00,2025-06-30 04:15:00,2025-06-29 16:15:00,2025-06-30 04:15:00,LHR,JFK,388,On Time,809.62
438,AC1437,2025-07-17 06:15:00,2025-07-17 18:27:00,2025-07-17 06:15:00,2025-07-17 18:27:00,JFK,YYZ,321,On Time,297.88
439,AC1438,2025-12-13 11:30:00,2025-12-13 21:06:00,2025-12-13 11:30:00,2025-12-13 21:06:00,ATL,BLR,32N,On Time,837.64
440,AC1439,2025-01-05 20:15:00,2025-01-06 05:51:00,2025-01-05 20:15:00,2025-01-06 05:51:00,AMS,JFK,738,On Time,127.02
441,AC1440,2025-06-06 13:45:00,2025-06-07 02:27:00,2025-06-06 16:12:00,2025-06-07 04:54:00,DFW,BOM,CR9,Delayed,329.16
442,AC1441,2025-09-24 17:00:00,2025-09-24 18:36:00,2025-09-24 17:00:00,2025-09-24 18:36:00,BLR,SYD,738,Arrived,922.18
443,AC1442,2025-11-28 14:30:00,2025-11-29 00:36:00,2025-11-28 14:30:00,2025-11-29 00:36:00,SYD,SIN,388,On Time,399.12
444,AC1443,2025-05-22 13:30:00,2025-05-22 17:24:00,2025-05-22 13:30:00,2025-05-22 17:24:00,DEL,LAX,77W,On Time,319.45
445,AC1444,2025-11-04 17:30:00,2025-11-05 03:30:00,2025-11-04 17:30:00,2025-11-05 03:30:00,JFK,CDG,CR9,On Time,663.98
446,AC1445,2025-08-03 17:45:00,2025-08-04 04:27:00,2025-08-03 17:45:00,2025-08-04 04:27:00,AMS,JNB,77W,On Time,945.65
447,AC1446,2025-04-24 22:45:00,2025-04-25 11:33:00,2025-04-24 22:45:00,2025-04-25 11:33:00,NRT,JNB,77W,On Time,541.07
448,AC1447,2025-12-03 22:15:00,2025-12-04 03:27:00,2025-12-03 22:15:00,2025-12-04 03:27:00,SYD,SIN,CR9,On Time,734.96
449,AC1448,2025-04-04 15:00:00,2025-04-04 19:18:00,2025-04-04 15:00:00,2025-04-04 19:18:00,SIN,HKG,388,On Time,843.29
450,AC1449,2025-07-10 13:30:00,2025-07-10 20:48:00,2025-07-10 13:30:00,2025-07-10 20:48:00,BOM,SYD,77W,On Time,164.55
451,AC1450,2025-11-14 07:45:00,2025-11-14 20:21:00,2025-11-14 07:45:00,2025-11-14 20:21:00,DXB,DEL,388,On Time,840.02
452,AC1451,2025-07-31 06:15:00,2025-07-31 09:27:00,2025-07-31 06:15:00,2025-07-31 09:27:00,BOM,DEL,77W,On Time,459.63
453,AC1452,2025-03-15 15:15:00,2025-03-16 02:27:00,2025-03-15 15:15:00,2025-03-16 02:27:00,CDG,SIN,789,On Time,643.76
454,AC1453,2025-01-30 05:45:00,2025-01-30 10:39:00,2025-01-30 06:58:00,2025-01-30 11:52:00,ORD,BOM,738,Delayed,598.31
455,AC1454,2025-02-15 09:45:00,2025-02-15 19:09:00,2025-02-15 09:45:00,2025-02-15 19:09:00,ORD,ATL,CR9,On Time,921.22
456,AC1455,2025-10-01 11:30:00,2025-10-02 00:54:00,2025-10-01 15:13:00,2025-10-02 04:37:00,BOM,DEL,321,Delayed,811.58
457,AC1456,2025-01-03 12:15:00,2025-01-03 22:27:00,2025-01-03 12:15:00,2025-01-03 22:27:00,ORD,SYD,738,On Time,227.01
458,AC1457,2025-06-06 10:00:00,2025-06-06 21:48:00,2025-06-06 10:00:00,2025-06-06 21:48:00,BOM,DEL,388,On Time,361.39
459,AC1458,2025-09-26 15:45:00,2025-09-27 04:21:00,2025-09-26 15:45:00,2025-09-27 04:21:00,SIN,HKG,388,Arrived,404.47
460,AC1459,2025-04-07 10:45:00,2025-04-07 12:27:00,2025-04-07 10:45:00,2025-04-07 12:27:00,JNB,DFW,77W,On Time,937.45
461,AC1460,2025-10-29 21:15:00,2025-10-30 00:15:00,2025-10-29 21:15:00,2025-10-30 00:15:00,ATL,ORD,321,On Time,777.47
462,AC1461,2025-05-11 22:00:00,2025-05-12 06:54:00,2025-05-11 22:00:00,2025-05-12 06:54:00,BOM,DEL,738,On Time,209.73
463,AC1462,2025-12-20 08:45:00,2025-12-20 15:51:00,2025-12-20 08:45:00,2025-12-20 15:51:00,SYD,FRA,321,On Time,329.77
464,AC1463,2025-12-22 05:30:00,2025-12-22 12:18:00,2025-12-22 05:30:00,2025-12-22 12:18:00,SIN,ATL,32N,On Time,551.86
465,AC1464,2025-03-12 18:00:00,2025-03-13 01:54:00,2025-03-12 18:00:00,2025-03-13 01:54:00,DXB,JFK,738,On Time,354.65
466,AC1465,2025-04-12 11:30:00,2025-04-12 23:24:00,2025-04-12 11:30:00,2025-04-12 23:24:00,HKG,JNB,789,Arrived,417.08
467,AC1466,2025-01-21 22:45:00,2025-01-22 11:39:00,2025-01-21 22:45:00,2025-01-22 11:39:00,BOM,DXB,32N,On Time,518.95
468,AC1467,2025-12-10 07:00:00,2025-12-10 18:54:00,2025-12-10 07:00:00,2025-12-10 18:54:00,ATL,SYD,321,On Time,243.79
469,AC1468,2025-02-08 08:30:00,2025-02-08 18:06:00,2025-02-08 08:30:00,2025-02-08 18:06:00,JFK,JNB,388,On Time,931.15
470,AC1469,2025-02-21 10:00:00,2025-02-21 22:12:00,2025-02-21 10:00:00,2025-02-21 22:12:00,DFW,NRT,321,On Time,681.72
471,AC1470,2025-02-18 06:00:00,2025-02-18 18:06:00,2025-02-18 06:00:00,2025-02-18 18:06:00,BOM,YYZ,321,On Time,261.53
472,AC1471,2025-11-15 13:00:00,2025-11-15 19:12:00,2025-11-15 13:00:00,2025-11-15 19:12:00,BOM,JFK,789,On Time,214.48
473,AC1472,2025-05-20 17:45:00,2025-05-21 05:15:00,2025-05-20 17:45:00,2025-05-21 05:15:00,BOM,DXB,789,On Time,781.43
474,AC1473,2025-01-31 10:00:00,2025-01-31 16:42:00,2025-01-31 10:00:00,2025-01-31 16:42:00,LAX,JFK,738,On Time,785.88
475,AC1474,2025-11-09 17:30:00,2025-11-10 02:36:00,2025-11-09 21:06:00,2025-11-10 06:12:00,DXB,LHR,32N,Delayed,927.96
476,AC1475,2025-02-27 18:45:00,2025-02-27 20:51:00,2025-02-27 18:45:00,2025-02-27 20:51:00,LAX,DEL,789,On Time,380.82
477,AC1476,2025-09-26 12:30:00,2025-09-26 20:30:00,2025-09-26 12:30:00,2025-09-26 20:30:00,SIN,DFW,738,On Time,633.14
478,AC1477,2025-05-08 20:30:00,2025-05-09 06:18:00,2025-05-08 20:30:00,2025-05-09 06:18:00,BLR,ATL,738,On Time,243.38
479,AC1478,2025-01-28 05:15:00,2025-01-28 13:03:00,2025-01-28 05:15:00,2025-01-28 13:03:00,SYD,DFW,388,On Time,531.54
480,AC1479,2025-09-09 15:15:00,2025-09-09 20:51:00,2025-09-09 15:15:00,2025-09-09 20:51:00,ORD,ATL,CR9,On Time,540.75
481,AC1480,2025-07-26 12:00:00,2025-07-26 19:12:00,2025-07-26 12:00:00,2025-07-26 19:12:00,CDG,JFK,789,On Time,491.92
482,AC1481,2025-06-11 08:45:00,2025-06-11 19:33:00,2025-06-11 08:45:00,2025-06-11 19:33:00,SYD,AMS,789,On Time,454.85
483,AC1482,2025-01-01 07:30:00,2025-01-01 20:06:00,2025-01-01 07:30:00,2025-01-01 20:06:00,JFK,LHR,388,On Time,663.31
484,AC1483,2025-07-06 06:15:00,2025-07-06 18:21:00,2025-07-06 06:15:00,2025-07-06 18:21:00,BLR,CDG,77W,On Time,756.96
485,AC1484,2025-12-03 16:45:00,2025-12-03 19:39:00,2025-12-03 16:45:00,2025-12-03 19:39:00,FRA,DEL,738,On Time,304.05
486,AC1485,2025-11-21 14:30:00,2025-11-22 00:48:00,2025-11-21 14:30:00,2025-11-22 00:48:00,DEL,DXB,CR9,On Time,256.25
487,AC1486,2025-07-29 08:30:00,2025-07-29 17:36:00,2025-07-29 08:30:00,2025-07-29 17:36:00,LAX,DXB,738,On Time,892.08
488,AC1487,2025-04-08 15:00:00,2025-04-09 02:00:00,2025-04-08 15:00:00,2025-04-09 02:00:00,BOM,LHR,789,On Time,645.59
489,AC1488,2025-08-19 19:15:00,2025-08-20 08:45:00,2025-08-19 19:15:00,2025-08-20 08:45:00,DXB,LHR,321,On Time,731.06
490,AC1489,2025-10-27 20:15:00,2025-10-28 06:21:00,2025-10-27 20:15:00,2025-10-28 06:21:00,CDG,LAX,789,On Time,796.65
491,AC1490,2025-11-04 15:45:00,2025-11-04 22:27:00,2025-11-04 15:45:00,2025-11-04 22:27:00,LAX,JFK,738,On Time,694.79
492,AC1491,2025-06-25 14:45:00,2025-06-26 02:21:00,2025-06-25 14:45:00,2025-06-26 02:21:00,DFW,ATL,789,On Time,620.1
493,AC1492,2025-06-03 22:30:00,2025-06-04 08:54:00,,,GRU,NRT,388,Cancelled,645.04
494,AC1493,2025-05-29 16:15:00,2025-05-30 06:03:00,2025-05-29 16:15:00,2025-05-30 06:03:00,ATL,LAX,388,On Time,915.41
495,AC1494,2025-11-23 15:00:00,2025-11-24 02:00:00,2025-11-23 15:00:00,2025-11-24 02:00:00,LHR,BLR,738,On Time,603.73
496,AC1495,2025-08-02 22:30:00,2025-08-03 11:00:00,2025-08-02 22:30:00,2025-08-03 11:00:00,YYZ,LHR,738,On Time,130.6
497,AC1496,2025-03-16 06:00:00,2025-03-16 10:00:00,2025-03-16 07:11:00,2025-03-16 11:11:00,LAX,JFK,789,Delayed,936.33
498,AC1497,2025-02-01 14:15:00,2025-02-02 01:09:00,2025-02-01 14:15:00,2025-02-02 01:09:00,DXB,FRA,32N,On Time,795.64
499,AC1498,2025-12-12 22:15:00,2025-12-13 09:03:00,2025-12-12 22:15:00,2025-12-13 09:03:00,LAX,JFK,CR9,On Time,317.2
500,AC1499,2025-12-23 14:00:00,2025-12-24 03:06:00,2025-12-23 14:00:00,2025-12-24 03:06:00,HKG,JNB,CR9,On Time,914.06
501,AC1500,2025-10-10 06:00:00,2025-10-10 16:48:00,2025-10-10 06:00:00,2025-10-10 16:48:00,AMS,DFW,77W,On Time,841.15
502,AC1501,2025-04-26 16:15:00,2025-04-27 03:27:00,2025-04-26 16:15:00,2025-04-27 03:27:00,GRU,JFK,789,Arrived,364.17
503,AC1502,2025-02-08 10:15:00,2025-02-08 20:57:00,2025-02-08 10:15:00,2025-02-08 20:57:00,ORD,BLR,738,On Time,153.73
504,AC1503,2025-03-08 10:30:00,2025-03-08 12:06:00,2025-03-08 10:30:00,2025-03-08 12:06:00,DEL,ATL,77W,On Time,898.12
505,AC1504,2025-11-02 06:30:00,2025-11-02 14:06:00,2025-11-02 06:30:00,2025-11-02 14:06:00,JFK,LHR,77W,On Time,417.21
506,AC1505,2025-09-27 12:15:00,2025-09-27 20:15:00,2025-09-27 12:15:00,2025-09-27 20:15:00,HKG,JNB,77W,On Time,252.28
507,AC1506,2025-02-17 16:15:00,2025-02-18 04:45:00,2025-02-17 16:15:00,2025-02-18 04:45:00,CDG,JFK,789,On Time,394.79
508,AC1507,2025-11-13 21:45:00,2025-11-14 11:45:00,2025-11-14 01:01:00,2025-11-14 15:01:00,DEL,BOM,CR9,Delayed,127.31
509,AC1508,2025-05-04 12:00:00,2025-05-04 22:00:00,2025-05-04 12:00:00,2025-05-04 22:00:00,DXB,LHR,789,On Time,880.22
510,AC1509,2025-05-12 22:30:00,2025-05-13 00:18:00,2025-05-12 22:30:00,2025-05-13 00:18:00,YYZ,CDG,789,On Time,759.51
511,AC1510,2025-08-17 20:00:00,2025-08-18 01:12:00,2025-08-17 20:00:00,2025-08-18 01:12:00,LHR,DXB,388,On Time,385.86
512,AC1511,2025-03-27 22:00:00,2025-03-28 07:18:00,2025-03-27 22:00:00,2025-03-28 07:18:00,JFK,GRU,321,On Time,642.5
513,AC1512,2025-08-06 08:15:00,2025-08-06 16:27:00,2025-08-06 08:15:00,2025-08-06 16:27:00,ATL,ORD,738,On Time,930.27
514,AC1513,2025-02-06 09:00:00,2025-02-06 16:12:00,2025-02-06 09:00:00,2025-02-06 16:12:00,HKG,SIN,738,On Time,192.64
515,AC1514,2025-05-09 22:00:00,2025-05-10 06:42:00,2025-05-09 22:00:00,2025-05-10 06:42:00,JFK,CDG,CR9,On Time,334.68
516,AC1515,2025-07-27 18:30:00,2025-07-27 20:12:00,2025-07-27 18:30:00,2025-07-27 20:12:00,BOM,DEL,738,On Time,563.91
517,AC1516,2025-02-02 06:00:00,2025-02-02 12:00:00,2025-02-02 06:00:00,2025-02-02 12:00:00,DXB,DEL,388,On Time,360.56
518,AC1517,2025-02-14 14:45:00,2025-02-14 21:03:00,2025-02-14 15:22:00,2025-02-14 21:40:00,DXB,HKG,388,Delayed,513.41
519,AC1518,2025-07-20 22:30:00,2025-07-21 12:00:00,2025-07-20 22:30:00,2025-07-21 12:00:00,LHR,YYZ,32N,On Time,682.15
520,AC1519,2025-11-28 16:00:00,2025-11-29 00:24:00,2025-11-28 16:00:00,2025-11-29 00:24:00,JNB,SIN,CR9,On Time,222.29
521,AC1520,2025-07-21 22:00:00,2025-07-22 03:18:00,2025-07-21 22:00:00,2025-07-22 03:18:00,JFK,LAX,388,On Time,869.94
522,AC1521,2025-11-27 21:15:00,2025-11-28 00:45:00,2025-11-27 21:15:00,2025-11-28 00:45:00,DEL,DXB,789,On Time,812.84
523,AC1522,2025-12-10 06:45:00,2025-12-10 16:21:00,2025-12-10 06:45:00,2025-12-10 16:21:00,ORD,JNB,32N,On Time,677.5
524,AC1523,2025-10-25 20:30:00,2025-10-26 02:30:00,2025-10-25 20:30:00,2025-10-26 02:30:00,DFW,DEL,32N,On Time,314.66
525,AC1524,2025-04-10 15:45:00,2025-04-10 22:51:00,2025-04-10 15:45:00,2025-04-10 22:51:00,DEL,BOM,321,On Time,373.71
526,AC1525,2025-10-18 16:30:00,2025-10-19 06:00:00,2025-10-18 16:30:00,2025-10-19 06:00:00,FRA,JFK,388,On Time,379.97
527,AC1526,2025-11-25 18:30:00,2025-11-26 06:30:00,2025-11-25 18:30:00,2025-11-26 06:30:00,HKG,YYZ,738,On Time,728.37
528,AC1527,2025-08-17 16:30:00,2025-08-18 00:06:00,2025-08-17 16:30:00,2025-08-18 00:06:00,GRU,CDG,789,On Time,655.81
529,AC1528,2025-03-13 22:15:00,2025-03-14 03:03:00,2025-03-13 23:04:00,2025-03-14 03:52:00,JFK,GRU,77W,Delayed,723.76
530,AC1529,2025-09-17 05:45:00,2025-09-17 16:51:00,2025-09-17 05:45:00,2025-09-17 16:51:00,GRU,AMS,CR9,On Time,150.42
531,AC1530,2025-08-30 09:30:00,2025-08-30 15:54:00,2025-08-30 12:30:00,2025-08-30 18:54:00,DFW,DXB,388,Delayed,728.58
532,AC1531,2025-09-14 21:00:00,2025-09-15 03:30:00,2025-09-14 21:00:00,2025-09-15 03:30:00,DEL,BOM,789,On Time,670.02
533,AC1532,2025-11-11 10:15:00,2025-11-11 17:21:00,2025-11-11 10:15:00,2025-11-11 17:21:00,SYD,HKG,CR9,On Time,907.43
534,AC1533,2025-09-05 16:00:00,2025-09-05 20:12:00,2025-09-05 16:00:00,2025-09-05 20:12:00,DXB,BOM,32N,On Time,172.17
535,AC1534,2025-12-09 11:30:00,2025-12-09 17:54:00,2025-12-09 12:11:00,2025-12-09 18:35:00,BOM,DEL,321,Delayed,153.12
536,AC1535,2025-12-27 21:30:00,2025-12-28 09:24:00,2025-12-27 21:30:00,2025-12-28 09:24:00,DXB,BOM,321,On Time,571.81
537,AC1536,2025-07-13 16:00:00,2025-07-14 00:00:00,2025-07-13 16:00:00,2025-07-14 00:00:00,ORD,DEL,738,On Time,873.01
538,AC1537,2025-06-26 20:45:00,2025-06-27 09:21:00,2025-06-26 20:45:00,2025-06-27 09:21:00,LHR,DXB,77W,On Time,852.09
539,AC1538,2025-02-09 21:30:00,2025-02-10 01:36:00,2025-02-09 21:30:00,2025-02-10 01:36:00,BLR,DEL,32N,On Time,420.65
540,AC1539,2025-12-05 12:45:00,2025-12-06 00:21:00,2025-12-05 12:45:00,2025-12-06 00:21:00,SIN,HKG,321,On Time,519.66
